movieId,title,genres,Year
159,Clockers,Crime,1995
160,Congo,Action,1995
161,Crimson Tide,Drama,1995
162,Crumb,Documentary,1994
163,Desperado,Action,1995
164,Devil in a Blue Dress,Crime,1995
165,Die Hard: With a Vengeance,Action,1995
166,"Doom Generation, The",Comedy,1995
167,Feast of July,Drama,1995
168,First Knight,Action,1995
169,Free Willy 2: The Adventure Home,Adventure,1995
170,Hackers,Action,1995
171,Jeffrey,Comedy,1995
172,Johnny Mnemonic,Action,1995
173,Judge Dredd,Action,1995
174,Jury Duty,Comedy,1995
175,Kids,Drama,1995
176,Living in Oblivion,Comedy,1995
177,Lord of Illusions,Horror,1995
178,Love & Human Remains,Comedy,1993
179,Mad Love,Drama,1995
180,Mallrats,Comedy,1995
181,Mighty Morphin Power Rangers: The Movie,Action,1995
182,Moonlight and Valentino,Drama,1995
183,Mute Witness,Comedy,1994
184,Nadja,Drama,1994
185,"Net, The",Action,1995
186,Nine Months,Comedy,1995
187,Party Girl,Comedy,1995
188,"Prophecy, The",Fantasy,1995
189,Reckless,Comedy,1995
190,Safe,Thriller,1995
191,"Scarlet Letter, The",Drama,1995
192,The Show,Documentary,1995
193,Showgirls,Drama,1995
194,Smoke,Comedy,1995
195,Something to Talk About,Comedy,1995
196,Species,Horror,1995
197,"Stars Fell on Henrietta, The",Drama,1995
198,Strange Days,Action,1995
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama,1964
200,"Tie That Binds, The",Thriller,1995
201,Three Wishes,Drama,1995
202,Total Eclipse,Drama,1995
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995
204,Under Siege 2: Dark Territory,Action,1995
205,Unstrung Heroes,Comedy,1995
206,Unzipped,Documentary,1995
207,"Walk in the Clouds, A",Drama,1995
208,Waterworld,Action,1995
209,White Man's Burden,Drama,1995
210,Wild Bill,Western,1995
211,"Browning Version, The",Drama,1994
212,Bushwhacked,Adventure,1995
213,Burnt by the Sun (Utomlyonnye solntsem),Drama,1994
214,Before the Rain (Pred dozhdot),Drama,1994
215,Before Sunrise,Drama,1995
216,Billy Madison,Comedy,1995
217,"Babysitter, The",Drama,1995
218,Boys on the Side,Comedy,1995
219,"Cure, The",Drama,1995
220,Castle Freak,Horror,1995
222,Circle of Friends,Drama,1995
223,Clerks,Comedy,1994
224,Don Juan DeMarco,Comedy,1995
225,Disclosure,Drama,1994
226,Dream Man,Thriller,1995
227,Drop Zone,Action,1994
228,Destiny Turns on the Radio,Comedy,1995
229,Death and the Maiden,Drama,1994
230,Dolores Claiborne,Drama,1995
231,Dumb & Dumber (Dumb and Dumber),Adventure,1994
232,Eat Drink Man Woman (Yin shi nan nu),Comedy,1994
233,Exotica,Drama,1994
234,Exit to Eden,Comedy,1994
235,Ed Wood,Comedy,1994
236,French Kiss,Action,1995
237,Forget Paris,Comedy,1995
238,Far From Home: The Adventures of Yellow Dog,Adventure,1995
239,"Goofy Movie, A",Animation,1995
240,Hideaway,Thriller,1995
241,Fluke,Children,1995
242,Farinelli: il castrato,Drama,1994
243,Gordy,Children,1995
244,Gumby: The Movie,Animation,1995
245,The Glass Shield,Crime,1994
246,Hoop Dreams,Documentary,1994
247,Heavenly Creatures,Crime,1994
248,Houseguest,Comedy,1994
249,Immortal Beloved,Drama,1994
250,Heavyweights (Heavy Weights),Children,1995
251,"Hunted, The",Action,1995
252,I.Q.,Comedy,1994
253,Interview with the Vampire: The Vampire Chronicles,Drama,1994
254,Jefferson in Paris,Drama,1995
255,"Jerky Boys, The",Comedy,1995
256,Junior,Comedy,1994
257,Just Cause,Mystery,1995
258,"Kid in King Arthur's Court, A",Adventure,1995
259,Kiss of Death,Crime,1995
260,Star Wars: Episode IV - A New Hope,Action,1977
261,Little Women,Drama,1994
262,"Little Princess, A",Children,1995
263,Ladybird Ladybird,Drama,1994
264,"Enfer, L'",Drama,1994
265,Like Water for Chocolate (Como agua para chocolate),Drama,1992
266,Legends of the Fall,Drama,1994
267,Major Payne,Comedy,1995
268,Little Odessa,Crime,1994
269,My Crazy Life (Mi vida loca),Drama,1993
270,Love Affair,Drama,1994
271,Losing Isaiah,Drama,1995
272,"Madness of King George, The",Comedy,1994
273,Mary Shelley's Frankenstein (Frankenstein),Drama,1994
274,Man of the House,Comedy,1995
275,Mixed Nuts,Comedy,1994
276,Milk Money,Comedy,1994
277,Miracle on 34th Street,Drama,1994
278,Miami Rhapsody,Comedy,1995
279,My Family,Drama,1995
280,Murder in the First,Drama,1995
281,Nobody's Fool,Comedy,1994
282,Nell,Drama,1994
283,New Jersey Drive,Crime,1995
284,New York Cop (Nyû Yôku no koppu),Action,1993
285,Beyond Bedlam,Drama,1993
286,Nemesis 2: Nebula,Action,1995
287,Nina Takes a Lover,Comedy,1994
288,Natural Born Killers,Action,1994
289,Only You,Comedy,1994
290,Once Were Warriors,Crime,1994
292,Outbreak,Action,1995
293,Léon: The Professional (a.k.a. The Professional) (Léon),Action,1994
294,"Perez Family, The",Comedy,1995
295,"Pyromaniac's Love Story, A",Comedy,1995
296,Pulp Fiction,Comedy,1994
297,Panther,Drama,1995
298,Pushing Hands (Tui shou),Drama,1992
299,Priest,Drama,1994
300,Quiz Show,Drama,1994
301,Picture Bride (Bijo photo),Drama,1994
302,"Queen Margot (Reine Margot, La)",Drama,1994
303,"Quick and the Dead, The",Action,1995
304,Roommates,Comedy,1995
305,Ready to Wear (Pret-A-Porter),Comedy,1994
306,Three Colors: Red (Trois couleurs: Rouge),Drama,1994
307,Three Colors: Blue (Trois couleurs: Bleu),Drama,1993
308,Three Colors: White (Trzy kolory: Bialy),Comedy,1994
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",Drama,1994
310,Rent-a-Kid,Comedy,1995
311,Relative Fear,Horror,1994
312,Stuart Saves His Family,Comedy,1995
313,"Swan Princess, The",Animation,1994
314,"Secret of Roan Inish, The",Children,1994
315,"Specialist, The",Action,1994
316,Stargate,Action,1994
317,"Santa Clause, The",Comedy,1994
318,"Shawshank Redemption, The",Crime,1994
319,Shallow Grave,Comedy,1994
320,Suture,Film-Noir,1993
321,Strawberry and Chocolate (Fresa y chocolate),Drama,1993
322,Swimming with Sharks,Comedy,1995
324,"Sum of Us, The",Comedy,1994
325,National Lampoon's Senior Trip,Comedy,1995
326,To Live (Huozhe),Drama,1994
327,Tank Girl,Action,1995
328,Tales from the Crypt Presents: Demon Knight,Horror,1995
329,Star Trek: Generations,Adventure,1994
330,Tales from the Hood,Action,1995
331,Tom & Viv,Drama,1994
332,Village of the Damned,Horror,1995
333,Tommy Boy,Comedy,1995
334,Vanya on 42nd Street,Drama,1994
335,Underneath,Mystery,1995
336,"Walking Dead, The",Drama,1995
337,What's Eating Gilbert Grape,Drama,1993
338,Virtuosity,Action,1995
339,While You Were Sleeping,Comedy,1995
340,"War, The",Adventure,1994
341,Double Happiness,Drama,1994
342,Muriel's Wedding,Comedy,1994
343,"Baby-Sitters Club, The",Children,1995
344,Ace Ventura: Pet Detective,Comedy,1994
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy,1994
346,Backbeat,Drama,1993
347,Bitter Moon,Drama,1992
348,Bullets Over Broadway,Comedy,1994
349,Clear and Present Danger,Action,1994
350,"Client, The",Drama,1994
351,"Corrina, Corrina",Comedy,1994
352,Crooklyn,Comedy,1994
353,"Crow, The",Action,1994
354,Cobb,Drama,1994
355,"Flintstones, The",Children,1994
356,Forrest Gump,Comedy,1994
357,Four Weddings and a Funeral,Comedy,1994
358,Higher Learning,Drama,1995
359,I Like It Like That,Comedy,1994
360,I Love Trouble,Action,1994
361,It Could Happen to You,Comedy,1994
362,"Jungle Book, The",Adventure,1994
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",Documentary,1993
364,"Lion King, The",Adventure,1994
365,Little Buddha,Drama,1993
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Drama,1994
367,"Mask, The",Action,1994
368,Maverick,Adventure,1994
369,Mrs. Parker and the Vicious Circle,Drama,1994
370,Naked Gun 33 1/3: The Final Insult,Action,1994
371,"Paper, The",Comedy,1994
372,Reality Bites,Comedy,1994
373,Red Rock West,Thriller,1992
374,Richie Rich,Children,1994
375,Safe Passage,Drama,1994
376,"River Wild, The",Action,1994
377,Speed,Action,1994
378,Speechless,Comedy,1994
379,Timecop,Action,1994
380,True Lies,Action,1994
381,When a Man Loves a Woman,Drama,1994
382,Wolf,Drama,1994
383,Wyatt Earp,Western,1994
384,Bad Company,Action,1995
385,"Man of No Importance, A",Drama,1994
386,S.F.W.,Drama,1994
387,"Low Down Dirty Shame, A",Action,1994
388,Boys Life,Drama,1995
389,"Colonel Chabert, Le",Drama,1994
390,Faster Pussycat! Kill! Kill!,Action,1965
391,Jason's Lyric,Crime,1994
392,"Secret Adventures of Tom Thumb, The",Adventure,1993
393,Street Fighter,Action,1994
394,Coldblooded,Comedy,1995
395,Desert Winds,Drama,1995
396,Fall Time,Drama,1995
397,"Fear, The",Horror,1995
398,Frank and Ollie,Documentary,1995
399,Girl in the Cadillac,Drama,1995
400,Homage,Drama,1995
401,Mirage,Action,1995
402,Open Season,Comedy,1996
403,Two Crimes (Dos crímenes),Comedy,1995
404,Brother Minister: The Assassination of Malcolm X,Documentary,1994
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),Action,1994
406,Federal Hill,Drama,1994
407,In the Mouth of Madness,Horror,1995
408,8 Seconds,Drama,1994
409,Above the Rim,Crime,1994
410,Addams Family Values,Children,1993
411,Martin Lawrence: You So Crazy,Comedy,1994
412,"Age of Innocence, The",Drama,1993
413,Airheads,Comedy,1994
414,"Air Up There, The",Comedy,1994
415,Another Stakeout,Comedy,1993
416,Bad Girls,Western,1994
417,Barcelona,Comedy,1994
418,Being Human,Drama,1993
419,"Beverly Hillbillies, The",Comedy,1993
420,Beverly Hills Cop III,Action,1994
421,Black Beauty,Adventure,1994
422,Blink,Thriller,1994
423,Blown Away,Action,1994
424,Blue Chips,Drama,1994
425,Blue Sky,Drama,1994
426,Body Snatchers,Horror,1993
427,Boxing Helena,Drama,1993
428,"Bronx Tale, A",Drama,1993
429,Cabin Boy,Comedy,1994
430,Calendar Girl,Comedy,1993
431,Carlito's Way,Crime,1993
432,City Slickers II: The Legend of Curly's Gold,Adventure,1994
433,Clean Slate,Comedy,1994
434,Cliffhanger,Action,1993
435,Coneheads,Comedy,1993
436,Color of Night,Drama,1994
437,Cops and Robbersons,Comedy,1994
438,"Cowboy Way, The",Action,1994
439,Dangerous Game,Drama,1993
440,Dave,Comedy,1993
441,Dazed and Confused,Comedy,1993
442,Demolition Man,Action,1993
443,"Endless Summer 2, The",Adventure,1994
444,Even Cowgirls Get the Blues,Comedy,1993
445,Fatal Instinct,Comedy,1993
446,Farewell My Concubine (Ba wang bie ji),Drama,1993
447,"Favor, The",Comedy,1994
448,Fearless,Drama,1993
449,Fear of a Black Hat,Comedy,1994
450,With Honors,Comedy,1994
451,Flesh and Bone,Drama,1993
452,Widows' Peak,Drama,1994
453,For Love or Money,Comedy,1993
454,"Firm, The",Drama,1993
455,Free Willy,Adventure,1993
456,Fresh,Crime,1994
457,"Fugitive, The",Thriller,1993
458,Geronimo: An American Legend,Drama,1993
459,"Getaway, The",Action,1994
460,Getting Even with Dad,Comedy,1994
461,Go Fish,Drama,1994
462,"Good Man in Africa, A",Action,1994
463,Guilty as Sin,Crime,1993
464,Hard Target,Action,1993
465,Heaven & Earth,Action,1993
466,Hot Shots! Part Deux,Action,1993
467,Live Nude Girls,Comedy,1995
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy,1995
469,"House of the Spirits, The",Drama,1993
470,House Party 3,Comedy,1994
471,"Hudsucker Proxy, The",Comedy,1994
472,I'll Do Anything,Comedy,1994
473,In the Army Now,Comedy,1994
474,In the Line of Fire,Action,1993
475,In the Name of the Father,Drama,1993
476,"Inkwell, The",Comedy,1994
477,What's Love Got to Do with It?,Drama,1993
478,Jimmy Hollywood,Comedy,1994
479,Judgment Night,Action,1993
480,Jurassic Park,Action,1993
481,Kalifornia,Drama,1993
482,Killing Zoe,Crime,1994
483,King of the Hill,Drama,1993
484,Lassie,Adventure,1994
485,Last Action Hero,Action,1993
486,Life with Mikey,Comedy,1993
487,Lightning Jack,Comedy,1994
488,M. Butterfly,Drama,1993
489,Made in America,Comedy,1993
490,Malice,Thriller,1993
491,"Man Without a Face, The",Drama,1993
492,Manhattan Murder Mystery,Comedy,1993
493,Menace II Society,Action,1993
494,Executive Decision,Action,1996
495,In the Realm of the Senses (Ai no corrida),Drama,1976
496,What Happened Was...,Comedy,1994
497,Much Ado About Nothing,Comedy,1993
498,Mr. Jones,Drama,1993
499,Mr. Wonderful,Comedy,1993
500,Mrs. Doubtfire,Comedy,1993
501,Naked,Drama,1993
502,"Next Karate Kid, The",Action,1994
503,"New Age, The",Drama,1994
504,No Escape,Action,1994
505,North,Comedy,1994
506,Orlando,Drama,1992
507,"Perfect World, A",Crime,1993
508,Philadelphia,Drama,1993
509,"Piano, The",Drama,1993
510,Poetic Justice,Drama,1993
511,"Program, The",Action,1993
512,"Puppet Masters, The",Horror,1994
513,Radioland Murders,Comedy,1994
514,"Ref, The",Comedy,1994
515,"Remains of the Day, The",Drama,1993
516,Renaissance Man,Comedy,1994
517,Rising Sun,Action,1993
518,"Road to Wellville, The",Comedy,1994
519,RoboCop 3,Action,1993
520,Robin Hood: Men in Tights,Comedy,1993
521,Romeo Is Bleeding,Crime,1993
522,Romper Stomper,Action,1992
523,Ruby in Paradise,Drama,1993
524,Rudy,Drama,1993
525,"Saint of Fort Washington, The",Drama,1993
526,"Savage Nights (Nuits fauves, Les)",Drama,1992
527,Schindler's List,Drama,1993
528,"Scout, The",Comedy,1994
529,Searching for Bobby Fischer,Drama,1993
530,Second Best,Drama,1994
531,"Secret Garden, The",Children,1993
532,Serial Mom,Comedy,1994
533,"Shadow, The",Action,1994
534,Shadowlands,Drama,1993
535,Short Cuts,Drama,1993
536,"Simple Twist of Fate, A",Drama,1994
537,Sirens,Drama,1994
538,Six Degrees of Separation,Drama,1993
539,Sleepless in Seattle,Comedy,1993
540,Sliver,Thriller,1993
541,Blade Runner,Action,1982
542,Son in Law,Comedy,1993
543,So I Married an Axe Murderer,Comedy,1993
544,Striking Distance,Action,1993
546,Super Mario Bros.,Action,1993
547,Surviving the Game,Action,1994
548,Terminal Velocity,Action,1994
549,Thirty-Two Short Films About Glenn Gould,Drama,1993
550,Threesome,Comedy,1994
551,"Nightmare Before Christmas, The",Animation,1993
552,"Three Musketeers, The",Action,1993
553,Tombstone,Action,1993
554,Trial by Jury,Crime,1994
555,True Romance,Crime,1993
556,"War Room, The",Documentary,1993
558,"Pagemaster, The",Action,1994
559,"Paris, France",Comedy,1993
560,"Beans of Egypt, Maine, The",Drama,1994
561,Killer (Bulletproof Heart),Drama,1994
562,Welcome to the Dollhouse,Comedy,1995
563,Germinal,Drama,1993
564,Chasers,Comedy,1994
565,Cronos,Drama,1993
566,Naked in New York,Comedy,1994
567,Kika,Comedy,1993
568,Bhaji on the Beach,Comedy,1993
569,Little Big League,Comedy,1994
570,"Slingshot, The (Kådisbellan)",Comedy,1993
571,"Wedding Gift, The",Drama,1994
572,Foreign Student,Drama,1994
573,"Ciao, Professore! (Io speriamo che me la cavo)",Drama,1992
574,Spanking the Monkey,Comedy,1994
575,"Little Rascals, The",Children,1994
576,Fausto,Comedy,1993
577,Andre,Adventure,1994
579,"Escort, The (Scorta, La)",Crime,1993
580,Princess Caraboo,Drama,1994
581,"Celluloid Closet, The",Documentary,1995
582,Métisse (Café au Lait),Comedy,1993
583,Dear Diary (Caro Diario),Comedy,1994
584,I Don't Want to Talk About It (De eso no se habla),Drama,1993
585,"Brady Bunch Movie, The",Comedy,1995
586,Home Alone,Children,1990
587,Ghost,Comedy,1990
588,Aladdin,Adventure,1992
589,Terminator 2: Judgment Day,Action,1991
590,Dances with Wolves,Adventure,1990
591,Tough and Deadly,Action,1995
592,Batman,Action,1989
593,"Silence of the Lambs, The",Crime,1991
594,Snow White and the Seven Dwarfs,Animation,1937
595,Beauty and the Beast,Animation,1991
596,Pinocchio,Animation,1940
597,Pretty Woman,Comedy,1990
598,Window to Paris (Okno v Parizh),Comedy,1994
599,"Wild Bunch, The",Adventure,1969
600,Love and a .45,Action,1994
601,"Wooden Man's Bride, The (Yan shen)",Drama,1994
602,"Great Day in Harlem, A",Documentary,1994
603,"Bye Bye, Love",Comedy,1995
604,Criminals,Documentary,1996
605,One Fine Day,Drama,1996
606,Candyman: Farewell to the Flesh,Fantasy,1995
607,Century,Drama,1993
608,Fargo,Comedy,1996
609,Homeward Bound II: Lost in San Francisco,Adventure,1996
610,Heavy Metal,Action,1981
611,Hellraiser: Bloodline,Action,1996
612,"Pallbearer, The",Comedy,1996
613,Jane Eyre,Drama,1996
614,Loaded,Drama,1994
615,Bread and Chocolate (Pane e cioccolata),Comedy,1973
616,"Aristocats, The",Animation,1970
617,"Flower of My Secret, The (La flor de mi secreto)",Comedy,1995
618,Two Much,Comedy,1995
619,Ed,Comedy,1996
620,Scream of Stone (Cerro Torre: Schrei aus Stein),Drama,1991
621,My Favorite Season,Drama,1993
623,"Modern Affair, A",Romance,1995
625,Asfour Stah,Drama,1990
626,"Thin Line Between Love and Hate, A",Comedy,1996
627,"Last Supper, The",Drama,1995
628,Primal Fear,Crime,1996
629,Rude,Drama,1995
630,Carried Away,Drama,1996
631,All Dogs Go to Heaven 2,Adventure,1996
632,Land and Freedom (Tierra y libertad),Drama,1995
633,Denise Calls Up,Comedy,1995
634,Theodore Rex,Comedy,1995
635,"Family Thing, A",Comedy,1996
636,Frisk,Drama,1995
637,Sgt. Bilko,Comedy,1996
638,Jack and Sarah,Romance,1995
639,Girl 6,Comedy,1996
640,Diabolique,Drama,1996
641,"Little Indian, Big City (Un indien dans la ville)",Adventure,1994
642,Roula,Drama,1995
643,Peanuts - Die Bank zahlt alles,Comedy,1996
644,Happy Weekend,Comedy,1996
645,Nelly & Monsieur Arnaud,Drama,1995
647,Courage Under Fire,Action,1996
648,Mission: Impossible,Action,1996
649,Cold Fever (Á köldum klaka),Comedy,1995
650,Moll Flanders,Drama,1996
651,"Superweib, Das",Comedy,1996
652,"301, 302 (301/302)",Horror,1995
653,Dragonheart,Action,1996
654,And Nobody Weeps for Me (Und keiner weint mir nach),Drama,1996
655,My Mother's Courage (Mutters Courage),Comedy,1995
656,Eddie,Comedy,1996
657,Yankee Zulu,Comedy,1994
658,Billy's Holiday,Drama,1995
659,Purple Noon (Plein soleil),Crime,1960
660,August,Drama,1996
661,James and the Giant Peach,Adventure,1996
662,Fear,Thriller,1996
663,Kids in the Hall: Brain Candy,Comedy,1996
664,Faithful,Comedy,1996
665,Underground,Comedy,1995
666,All Things Fair (Lust och fägring stor),Drama,1995
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),Action,1996
668,Song of the Little Road (Pather Panchali),Drama,1955
670,"World of Apu, The (Apur Sansar)",Drama,1959
671,Mystery Science Theater 3000: The Movie,Comedy,1996
672,Tarantella,Drama,1995
673,Space Jam,Adventure,1996
674,Barbarella,Adventure,1968
675,Hostile Intentions,Action,1994
676,They Bite,Comedy,1996
678,Some Folks Call It a Sling Blade,Drama,1993
679,"Run of the Country, The",Drama,1995
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",Drama,1965
681,Coup de torchon (Clean Slate),Crime,1981
682,Tigrero: A Film That Was Never Made,Documentary,1994
683,"Eye of Vichy, The (Oeil de Vichy, L')",Documentary,1993
684,Windows,Drama,1980
685,It's My Party,Drama,1996
687,Country Life,Drama,1994
688,Operation Dumbo Drop,Action,1995
690,"Promise, The (Versprechen, Das)",Drama,1995
691,Mrs. Winterbourne,Comedy,1996
692,Solo,Action,1996
693,Under the Domim Tree (Etz Hadomim Tafus),Drama,1994
694,"Substitute, The",Action,1996
695,True Crime,Mystery,1996
696,Butterfly Kiss,Drama,1995
697,Feeling Minnesota,Drama,1996
698,Delta of Venus,Drama,1995
699,To Cross the Rubicon,Drama,1991
700,Angus,Comedy,1995
701,Daens,Drama,1992
702,Faces,Drama,1968
703,Boys,Drama,1996
704,"Quest, The",Action,1996
705,Cosi,Comedy,1996
706,Sunset Park,Drama,1996
707,Mulholland Falls,Crime,1996
708,"Truth About Cats & Dogs, The",Comedy,1996
709,Oliver & Company,Adventure,1988
710,Celtic Pride,Comedy,1996
711,Flipper,Adventure,1996
712,Captives,Crime,1994
713,Of Love and Shadows,Drama,1994
714,Dead Man,Drama,1995
715,"Horseman on the Roof, The (Hussard sur le toit, Le)",Drama,1995
716,Switchblade Sisters,Crime,1975
717,Mouth to Mouth (Boca a boca),Comedy,1995
718,"Visitors, The (Visiteurs, Les)",Comedy,1993
719,Multiplicity,Comedy,1996
720,Wallace & Gromit: The Best of Aardman Animation,Adventure,1996
721,Halfmoon (Paul Bowles - Halbmond),Drama,1995
722,"Haunted World of Edward D. Wood Jr., The",Documentary,1996
723,Two Friends,Drama,1986
724,"Craft, The",Drama,1996
725,"Great White Hype, The",Comedy,1996
726,Last Dance,Drama,1996
727,War Stories,Documentary,1995
728,Cold Comfort Farm,Comedy,1995
729,"Institute Benjamenta, or This Dream People Call Human Life",Drama,1995
730,Low Life,Drama,1994
731,Heaven's Prisoners,Crime,1996
732,Original Gangstas,Crime,1996
733,"Rock, The",Action,1996
734,Getting Away With Murder,Comedy,1996
735,Cemetery Man (Dellamorte Dellamore),Horror,1994
736,Twister,Action,1996
737,Barb Wire,Action,1996
738,"Garçu, Le",Drama,1995
739,Honey Moon (Honigmond),Comedy,1996
741,Ghost in the Shell (Kôkaku kidôtai),Animation,1995
